id,1,2,3,4,5
0,0.45931056679770244,0.5135126720136636,0.44149333059922924,0.4214547258870449,0.5216214593547758
1,0.4728809196648206,0.39206098744162676,0.43617124974666405,0.385326743596524,0.6359217693278186
2,0.5572702339895496,0.6027476692205842,0.386130222437444,0.4307482597104375,0.5592293716291543
4,0.32014461982170345,0.3066727254157805,0.453140837228539,0.38004732507293604,0.6470465140114514
7,0.4670219374586965,0.47532751243036914,0.592546485819431,0.6008895160098942,0.5657170528933008
9,0.3940861894784336,0.3236546485020597,0.43115993383321755,0.37735003124423394,0.6684897914467766
12,0.5286580178470841,0.5283644563394828,0.377429506890008,0.4200612074756018,0.5512317838827763
14,0.49593435590807633,0.6026527175384918,0.4041096350512713,0.42174148635617426,0.5002573762470233
16,0.49014159953080305,0.5286945921769237,0.5682186649491603,0.6119032630266927,0.6067593352466414
21,0.52483355965142,0.5486241993880215,0.375793771919183,0.42240101181269213,0.416777517907005
23,0.4498129641187099,0.4825043504685723,0.5417666205912002,0.41976506317395174,0.5786785849477568
26,0.4840066053932469,0.6181419204081325,0.4110450409733838,0.41854006782802394,0.4587843796658805
31,0.4693039301057398,0.462577041860588,0.443867138406725,0.37807339750227137,0.5457103102225529
32,0.47193878043614423,0.5104930233360057,0.36847935469822396,0.3950072842829297,0.44872327091655295
33,0.47739371824723253,0.4126296702333732,0.38174848670242567,0.38894701753476824,0.44513999986270936
35,0.46882212446269966,0.5226877645897228,0.5091516100493644,0.43664885867490055,0.5843703351839067
37,0.4968966772536268,0.5995274100934639,0.5231217399326468,0.4664143604710739,0.5435629057524427
38,0.5419402371736775,0.5977114223902692,0.3562638634622471,0.3901254843240478,0.5012724668802149
39,0.5024513825538893,0.5708635176522079,0.49652139183228067,0.47695647867438784,0.5829993849353597
40,0.46961534073360023,0.5572029918171404,0.3693999424261777,0.40357711271890945,0.3995538415259792
41,0.45851815139430707,0.4848158775024073,0.5493659382625309,0.5030412841819307,0.5882526713788858
44,0.45686455854596186,0.6348910620030005,0.43568789089783,0.547409705273016,0.5292588983805931
47,0.46389053011695697,0.4573352949805476,0.49027601865167286,0.48704203475736896,0.6307517157867466
48,0.5276984998292051,0.5182146311392996,0.4423633027818683,0.3786715071340987,0.5320423684633049
52,0.39648099015013405,0.34031359603490824,0.5928176636170271,0.5179957767914257,0.7118500890342485
53,0.5373399149186148,0.4576128686275809,0.3569714862083057,0.4206817218649884,0.4077121443230848
54,0.5010261862457731,0.5143651423289987,0.4037894631384549,0.4262375189451726,0.5944589591181093
55,0.5438738308453732,0.578068427233732,0.48376217772044494,0.4918386799761114,0.6245826685701802
59,0.49891766247880753,0.5114585770845093,0.39849064912360443,0.4314120556038334,0.6428126830502181
60,0.4624244625051728,0.5378389223718957,0.5694686200799526,0.6021514974305203,0.504990985213912
62,0.4737230481671405,0.3945422341919692,0.395250045160906,0.3847467616701621,0.6357084917584844
64,0.5323736960723007,0.6105232802427603,0.36058075170240406,0.43884572872474514,0.4757352610401707
65,0.45674093525668147,0.49030747444110523,0.38557301438155794,0.3834273440477409,0.5357633781392075
69,0.43483661405447255,0.43080036394837684,0.5163995601110541,0.46492316180714055,0.6495793181077507
70,0.5098464485122792,0.43700790844751375,0.39265080311481776,0.4331062118227754,0.3626020470983534
74,0.5455537323857931,0.6369337889295936,0.34440984281564146,0.4529739578511539,0.5346908922893452
75,0.5805622330316949,0.5697682810726759,0.36597159173213845,0.4390410968212391,0.5456682623702549
79,0.5327929133726186,0.6191753529389624,0.3963267661169181,0.43379897317820554,0.5014155861364136
81,0.5091202597046993,0.6223173925703653,0.4443350744128463,0.49487955299598746,0.5362847097264578
82,0.4934028737981607,0.48409603624385356,0.5185901166337854,0.4696011304372726,0.5413627172226166
83,0.42919648536335453,0.3689815471140326,0.40547436536918036,0.4177649418668756,0.6074659753917494
84,0.5541042523485576,0.5001634893211726,0.3711838312306906,0.398215790498171,0.4559902216804564
85,0.4457793514209926,0.6118875171712924,0.5116877787461871,0.6442865305675444,0.5359386335602823
88,0.5301570275756357,0.41135439772312915,0.3989245365730446,0.3383669434159975,0.5819804360737074
89,0.4658333440406918,0.5467397064629154,0.40545478109142,0.4323795846991863,0.6031730993324371
91,0.5016179141062066,0.5914758872153905,0.5491851219608481,0.47353984008824457,0.5279531591169627
94,0.47361952140453284,0.4476182107925422,0.38615443464646826,0.4065279511282299,0.6200135075175199
95,0.38613551727419126,0.3945623446405868,0.5536165831726043,0.5050086690319346,0.6207810378358751
101,0.6004080246622696,0.5475143210602027,0.4051017791889576,0.3867159600153293,0.5635294931509585
102,0.5445678645093287,0.5526561624634867,0.4106768424690727,0.3933241920338374,0.5482094075375219
104,0.529670952471816,0.6283708931585578,0.45168387581061387,0.5521694241214494,0.6090568489115117
106,0.47588294164234496,0.47193409728740954,0.4223950263099532,0.3636022355428596,0.49098543611318235
107,0.5317067587585056,0.5408140973103731,0.4940871457566093,0.45129715216139576,0.5562983841464579
108,0.5538518784971724,0.5557506740412451,0.36484194276121745,0.3972977901442172,0.4724913846560248
111,0.49011057473523534,0.5557124585271969,0.3755830028112681,0.3991188980922816,0.4143521180489591
112,0.3954729923326037,0.34604716216249537,0.6000519331723503,0.486948478736149,0.6645403868153688
113,0.6258879752327946,0.4601701959736996,0.47037694132698293,0.3488889990555595,0.4121449108926568
117,0.5363464382259195,0.5421028293005762,0.3606030885864507,0.42730946063529973,0.39722623904231447
123,0.42877866928015695,0.47735663756078217,0.538738117296693,0.5872494892535407,0.6218769748306632
125,0.5579219317372908,0.5676742446343284,0.4061002326781423,0.4067883969729557,0.5934889334098559
126,0.5679303034581653,0.5767978538392591,0.4110746559700516,0.4623034271000963,0.4725737223568516
127,0.5267395381245173,0.6340086999542071,0.3622805750946487,0.4733124406078947,0.49980179864652313
128,0.430163970387219,0.45464972714793817,0.3890867772400691,0.39687330540639937,0.5688544493620322
129,0.45273451073682985,0.3029796319386154,0.4591190808145863,0.36594344842864795,0.7090933001410464
132,0.4103430420655505,0.4843984532920673,0.4233689018839365,0.4729472050401412,0.45678785643714104
133,0.5742000257885956,0.6062931435247005,0.373829535179225,0.5111751046360913,0.5230861561978593
134,0.40820397139701925,0.34831249801227687,0.5598055477697134,0.470777950959325,0.7050890088122506
135,0.4158003935231849,0.4299906726424471,0.5243916646657695,0.4390035428288778,0.6202724484486319
136,0.4545059163086271,0.5057456461610426,0.5135290917053991,0.4995892347603318,0.6162504939602946
137,0.500121868308463,0.5179399360639186,0.39749325922232326,0.42615788113018427,0.46494245392533784
140,0.5509043716091757,0.6064791993128305,0.356335897100972,0.3971382781914539,0.4441682692533021
141,0.581891986125411,0.5540690443605645,0.3980614270395962,0.40931827092085293,0.4915344504831022
142,0.5143706869364575,0.6052647827085542,0.34724624320245734,0.4175463867022701,0.5528744811539898
147,0.4549447011257094,0.6049916508032944,0.37181306797914204,0.3982061785378282,0.38606738539279967
148,0.45936028077450514,0.5483579042744985,0.5110760327748655,0.53354607867409,0.5366342344624325
149,0.511096828320885,0.4591276552937199,0.39847602960189227,0.3947069449873964,0.4525261349551644
150,0.46333394184569937,0.45802660164322906,0.5359256733767419,0.46482275242590176,0.611767096258035
151,0.45357796395717404,0.48141986786013025,0.3970934448829534,0.4045820489172326,0.44699057344794785
152,0.4975937544432314,0.49887392552732734,0.5963166864067458,0.5589458976937632,0.46824531798183217
154,0.5544777529862547,0.5837005971597014,0.37184092110253736,0.37070555965074564,0.4440524170445573
156,0.4221788461981373,0.3783584829270933,0.47372675375082085,0.43109605571792886,0.684686815206753
158,0.5357295243348128,0.49194724821645425,0.40139579402747866,0.373339254738871,0.4921232705156654
159,0.5047108447152391,0.5497451996259153,0.38796560554648285,0.39157428655728604,0.4680429137066042
160,0.5854794994655499,0.565820311772846,0.3722252128687463,0.409963214909544,0.4267743544935213
163,0.565152391540024,0.5738120965006156,0.39134876818760433,0.3654603518027495,0.4672078274074406
165,0.45368741603411766,0.43785717842792304,0.5448925366366447,0.4502205015975122,0.674451476593867
171,0.45762583069802093,0.5954501172083361,0.39605665588002786,0.42888321448470307,0.5693179333502062
173,0.44862840181934033,0.4490743897803308,0.38033297682722106,0.3877253006479979,0.47373528602459397
174,0.5368201465070509,0.4888547946209385,0.3847077726031208,0.3584792645296442,0.45745337479207643
